char,dialog,movie
FRODO,He escaped the dungeons of BaradDr ,The Fellowship of the Ring 
GANDALF,Escaped      or was set loose and now the Ring has drawn him here       He wont ever be rid of his need for it  He hates and loves the Ring     as he hates and loves himself  Smeagols life is a sad story      Yes     he was once called before the Ring     found him Before it drove him mad ,The Fellowship of the Ring 
FRODO,Its a pity Bilbo didnt kill him when he had the chance ,The Fellowship of the Ring 
GANDALF,Pity   It was pity that stayed Bilbos hand      Many that live deserve death and many that die deserve life Can you give     it to them Frodo  Do not be too eager to deal out death and judgement Even     the very wise cannot see all ends  My heart tells me that Gollum has     some part to play yet for good or ill before this is over          The pity of Bilbo may rule the fate of many  ,The Fellowship of the Ring 
FRODO,I wish the Ring had never come to me  I wish none of     this had happened ,The Fellowship of the Ring 
GANDALF,So do all who live to see such times but that is not for     them to decide  All we have to decide is what to do with the time that     is given to us  There are other forces at work in this world Frodo     besides the will of evil  Bilbo was meant to find the Ring in which     case you also were meant to have it and that is an encouraging thought        Oh Its that way ,The Fellowship of the Ring 
BARLIMAN,Good Evening little masters  What can I do for you      If youre looking for accomodation weve got some nice cosy hobbit sized     rooms available  Always proud to cater to the little folk Mr err  ,The Fellowship of the Ring 
FRODO, Underhill my names     Underhill ,The Fellowship of the Ring 
BARLIMAN,Underhill  yes ,The Fellowship of the Ring 
FRODO,Were friends of Gandalf the Grey Can you tell him weve     arrived ,The Fellowship of the Ring 
BARLIMAN,Gandalf   Gandalf  Oh yes  I remember  Elderly chap Big grey     beard pointy hat   Not seen     him for six months  ,The Fellowship of the Ring 
SAM,What do we do now  ,The Fellowship of the Ring 
FRODO,Sam Hell be here  Hell come ,The Fellowship of the Ring 
PIPPIN,Whats that  ,The Fellowship of the Ring 
MERRY,This my friend is a pint  ,The Fellowship of the Ring 
PIPPIN,It comes in pints  ,The Fellowship of the Ring 
MERRY,hmmmhmmm ,The Fellowship of the Ring 
PIPPIN,Im getting one ,The Fellowship of the Ring 
SAM,Youve had a whole half already ,The Fellowship of the Ring 
SAM,That fellows done nothing but stare at you since we     arrived  ,The Fellowship of the Ring 
GANDALF,So am I dear boy  So am I ,The Fellowship of the Ring 
BILBO, No thank     you We dont want any more visitors well wishers or distant relations     ,The Fellowship of the Ring 
GANDALF,And what about very old friends       ,The Fellowship of the Ring 
BILBO,Gandalf       ,The Fellowship of the Ring 
GANDALF,Bilbo Baggins  ,The Fellowship of the Ring 
BILBO,My dear Gandalf  ,The Fellowship of the Ring 
GANDALF,Its good to see you One hundred and eleven years old     who would believe it      You havent aged a day  ,The Fellowship of the Ring 
BILBO,Come on come in Welcome welcome Oh here we are       ,The Fellowship of the Ring 
BILBO,Tea or maybe something a little stronger Ive got a     few bottles of the Old Winyard left 1296 a very good year almost as old     as I am ,The Fellowship of the Ring 
BILBO,It was laid down by my father what say we open one eh       ,The Fellowship of the Ring 
GANDALF,Just tea thank you       ,The Fellowship of the Ring 
GANDALF,Owwwh  ,The Fellowship of the Ring 
BILBO,I was expecting you sometime last week Not that it     matters you come and go as you please Always have done and always will ,The Fellowship of the Ring 
SAM,Im on your side Mr Frodo ,The Return of the King 
FRODO,I know Sam I know Trust me Come Smeagol ,The Return of the King 
EOWYN, What time is it ,The Return of the King 
EOWYN,I dreamed I saw a great wave climbing over green lands and above the     hills I stood upon the brink It was utterly dark in the abyss before my     feet A light shone behind me but I could not turn      I could only stand there waiting ,The Return of the King 
ARAGORN,Night changes many thoughts Sleep Eowyn Sleep while you can ,The Return of the King 
LEGOLAS,The stars are veiled Something stirs in the East a sleepless malice  The eye of the enemy     is moving ,The Return of the King 
MERRY,What are you doing ,The Return of the King 
MERRY,Pippin ,The Return of the King 
MERRY,     Pippin ,The Return of the King 
MERRY,Pippin Are you mad ,The Return of the King 
PIPPIN,I just want to look at it just one more time ,The Return of the King 
MERRY,Put it back ,The Return of the King 
MERRY,Pippin  ,The Return of the King 
MERRY,No ,The Return of the King 
MERRY,Hes remembered  ,The Fellowship of the Ring 
GANDALF,     No but the air doesnt smell so foul down here  If in doubt Meriadoc     always follow your nose ,The Fellowship of the Ring 
GANDALF,Let me risk a little more light  Behold the     great realm and dwarf city of Dwarrowdelf ,The Fellowship of the Ring 
SAM,Theres an eyeopener and no mistake ,The Fellowship of the Ring 
GIMLI,Oh ,The Fellowship of the Ring 
GANDALF,Gimli ,The Fellowship of the Ring 
GIMLI,No no  no ,The Fellowship of the Ring 
GANDALF,Here lies Balin son of Fundin Lord of Moria      He is dead then      Its as I feared ,The Fellowship of the Ring 
LEGOLAS, We must move on     we cannot linger ,The Fellowship of the Ring 
GANDALF,      They have taken the Bridge and the second hall  We have barred the     gates but cannot hold them for long  The ground shakes  Drums         Drums in the deep We cannot get out  A shadow moves in the dark     We cannot get out They are     coming ,The Fellowship of the Ring 
GANDALF, Fool of a     Took    Throw yourself in next time and rid us of your     stupidity  ,The Fellowship of the Ring 
SAM,Frodo ,The Fellowship of the Ring 
LEGOLAS,Orcs ,The Fellowship of the Ring 
ARAGORN,Get back and     stay close to Gandalf ,The Fellowship of the Ring 
FRODO,     Excuse me That man in the corner  Who is he  ,The Fellowship of the Ring 
BARLIMAN,Hes one of them rangers Theyre dangerous folk they are      Wandering the wilds  What his right name is Ive never heard but     round here hes known as Strider ,The Fellowship of the Ring 
FRODO,Strider ,The Fellowship of the Ring 
RING,Baggins Baggins Baggins Baggins  Baggins ,The Fellowship of the Ring 
PIPPIN,Baggins   Sure I know a Baggins  Hes over     there  Frodo Baggins Hes my second cousin once removed on his     mothers side  and my     third cousin twice removed on his fathers side if you follow me  ,The Fellowship of the Ring 
FRODO,Pippin ,The Fellowship of the Ring 
PIPPIN,Steady on ,The Fellowship of the Ring 
MEN,Oh ,The Fellowship of the Ring 
SAURON VOICE,You cannot hide   I see you    There     is no life in the void  Only death ,The Fellowship of the Ring 
STRIDER,You draw far too much attention to yourself Mr Underhill ,The Fellowship of the Ring 
FRODO,What do you want  ,The Fellowship of the Ring 
STRIDER,A little more caution from you  That is no trinket     you carry ,The Fellowship of the Ring 
FRODO,I carry nothing ,The Fellowship of the Ring 
STRIDER,Indeed  I can avoid being seen if I wish      But to disappear entirely     That is a rare gift ,The Fellowship of the Ring 
BILBO,Youve caught me a bit unprepared Im afraid urm weve     only got cold chicken and a bit of pickle oh and theres some cheese here     oh no that wont do Urm weve got raspberry jam an apple tart         but weve not much for afters Oh no were all right Ive found some sponge     cake  I can make     you some eggs if you  oh Gandalf        ,The Fellowship of the Ring 
GANDALF,Just tea thank you       ,The Fellowship of the Ring 
BILBO,Oh right      You dont mind if I do do you  ,The Fellowship of the Ring 
GANDALF,Oh not at all       ,The Fellowship of the Ring 
VOICE,Bilbo Bilbo Baggins ,The Fellowship of the Ring 
BILBO, Im not at     home  Its the SackvilleBagginses ,The Fellowship of the Ring 
VOICE,I know youre in there       ,The Fellowship of the Ring 
BILBO,Theyre after the house  Theyve never forgiven me for living this     long Ive got to get away from these confounded relatives hanging on the     bell all day never giving me a moments peace  I want to see     mountains again mountains Gandalf  And     then find somewhere quiet where I can finish my book Oh tea     ,The Fellowship of the Ring 
GANDALF,So you mean to go through with your plan then       ,The Fellowship of the Ring 
BILBO,Yes yes its all in hand All the arrangements are     made  Oh thank you       ,The Fellowship of the Ring 
GANDALF,Frodo suspects something       ,The Fellowship of the Ring 
BILBO,Of course he does hes a Baggins not some blockheaded     Bracegirdle from Hardbottle        ,The Fellowship of the Ring 
GANDALF,You will tell him wont you ,The Fellowship of the Ring 
MERRY, Pippin ,The Return of the King 
LEGOLAS,He is here ,The Return of the King 
SAURON,I see you ,The Return of the King 
MERRY,Pippin ,The Return of the King 
MERRY,Help Gandalf help  ,The Return of the King 
MERRY,Help him ,The Return of the King 
MERRY, Pippin ,The Return of the King 
GANDALF,Fool of a Took  ,The Return of the King 
GANDALF,No ,The Return of the King 
GANDALF,Look at me  ,The Return of the King 
PIPPIN,Gandalf forgive me ,The Return of the King 
GANDALF,Look at me What did you see  ,The Return of the King 
PIPPIN,A tree there was a white tree in a courtyard of stone It was dead    The city was burning ,The Return of the King 
GANDALF,Minas Tirith Is that what you saw ,The Return of the King 
BOROMIR,They have a cave troll ,The Fellowship of the Ring 
GIMLI,Agh  Let them come Theres one dwarf yet in Moria who     still draws breath ,The Fellowship of the Ring 
ARAGORN,Pull ,The Fellowship of the Ring 
FRODO,Who are you  ,The Fellowship of the Ring 
STRIDER,Are you frightened ,The Fellowship of the Ring 
FRODO, Yes ,The Fellowship of the Ring 
STRIDER,Not nearly frightened enough I know what hunts you  ,The Fellowship of the Ring 
SAM,Let him     go  Or Ill have you Longshanks ,The Fellowship of the Ring 
STRIDER, You have a     stout heart little hobbit But that will not save you  You can no     longer wait for the wizard Frodo Theyre coming ,The Fellowship of the Ring 
FRODO,What are they  ,The Fellowship of the Ring 
STRIDER,They were once men Great Kings of Men  The Sauron     the Deciever  gave to them nine rings of power Blinded by their greed     they took them without question One by one falling into darkness    Now they are slaves to his will They are     the Nazgl Ringwraiths  Neither living nor dead At all times they     feel the presence of the Ring  Drawn to the power of the One     They     will never stop hunting you ,The Fellowship of the Ring 
FRODO,Where are you taking us  ,The Fellowship of the Ring 
STRIDER,Into the wild ,The Fellowship of the Ring 
MERRY, How do we know this Strider is a friend of Gandalf   ,The Fellowship of the Ring 
FRODO,I think a servant of the enemy would look fairer but feel     fouler ,The Fellowship of the Ring 
MERRY,Hes foul enough  ,The Fellowship of the Ring 
FRODO,We have no choice but to trust him ,The Fellowship of the Ring 
